district,school_name,project_#,description,fy_constr_start,total
22,P.S. 251 - Brooklyn,DSF0000759197,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,146478
22,P.S. 255 - Brooklyn,DSF0000669734,State of Good Repair - System Replacements - Electrical Systems,2010,1339739
22,P.S. 269 - Brooklyn,DSF0000782066,State of Good Repair - System Replacements - Toilets-Students,2014,41711
22,I.S. 278 - Brooklyn,DSF0000670143,State of Good Repair - Building Upgrade - Flood Elimination,2011,780488
22,I.S. 278 - Brooklyn,DSF0000670144,State of Good Repair - System Replacements - Roofs,2011,3697645
22,I.S. 278 - Brooklyn,DSF0000670145,State of Good Repair - System Replacements - Exterior Masonry,2011,2324038
22,P.S. 312 - Brooklyn,DSF0000670666,State of Good Repair - Building Upgrade - Flood Elimination,2010,190608
22,P.S. 312 - Brooklyn,DSF0000670668,State of Good Repair - System Replacements - Windows,2010,2521795
22,P.S. 312 - Brooklyn,DSF0000670669,State of Good Repair - System Replacements - Exterior Masonry,2010,962021
22,P.S./I.S. 395 - Brooklyn,DSF0000709447,State of Good Repair - Building Upgrade - Flood Elimination,2012,193891
22,P.S. 245 - Brooklyn,DSF0000730706,State of Good Repair - System Replacements - Toilets-Students,2012,2250228
22,P.S. 134 MINISCHOOL - Brooklyn,DSF0000731191,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,81900
22,P.S. 134 - Brooklyn,DSF0000717501,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,490835
22,P.S. 134 - Brooklyn,DSF0000738721,Educational Enhancements - Educational Enhancements - Library Upgrades,2014,441323
22,P.S. 326 - Brooklyn,DSF0000710930,Educational Enhancements - Educational Enhancements - Room,2012,429341
22,P.S. 361 (OLD 89) - Brooklyn,DSF0000761738,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1073473
22,P.S. 361 MINISCHOOL - Brooklyn,DSF0000761794,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,419281
23,P.S. 41 - Brooklyn,DSF0000711849,State of Good Repair - System Replacements - Roofs,2014,3270077
23,P.S. 41 - Brooklyn,DSF0000755991,State of Good Repair - System Replacements - Exterior Masonry,2014,1531415
23,P.S. 41 - Brooklyn,DSF0000775583,Educational Enhancements - Educational Enhancements - School Improvement and,2013,358900
23,P.S. 41 - Brooklyn,DSF0000775810,State of Good Repair - System Replacements - Parapets,2014,2645195
23,P.S. 41 - Brooklyn,DSF0000775855,Educational Enhancements - Educational Enhancements - School Improvement and,2013,533752
23,P.S. 41 - Brooklyn,DSF0000776032,Educational Enhancements - Educational Enhancements - School Improvement and,2014,325280
23,P.S. 41 - Brooklyn,DSF0000798583,Educational Enhancements - Educational Enhancements - School Improvement and,2014,268037
23,I.S. 55 - Brooklyn,DSF0000687078,Safety and Security - Safety and Security - Code Compliance,2010,300049
23,I.S. 55 - Brooklyn,DSF0000691120,State of Good Repair - System Replacements - Windows,2011,2817285
23,I.S. 55 - Brooklyn,DSF0000691121,State of Good Repair - System Replacements - Exterior Masonry,2011,2293429
23,I.S. 55 - Brooklyn,DSF0000691133,Safety and Security - Safety and Security - Safety Systems,2011,362449
23,P.S. 73 - Brooklyn,DSF0000691354,State of Good Repair - Building Upgrade - Flood Elimination,2011,348014
23,P.S. 73 - Brooklyn,DSF0000691356,State of Good Repair - System Replacements - Parapets,2011,453462
23,P.S. 73 - Brooklyn,DSF0000691357,State of Good Repair - System Replacements - Exterior Masonry,2011,2607922
23,P.S. 73 - Brooklyn,DSF0000710102,State of Good Repair - System Replacements - Roofs,2011,138453
23,P.S. 73 - Brooklyn,DSF0000733640,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,901092
23,P.S. 73 - Brooklyn,DSF0000778917,Educational Enhancements - Educational Enhancements - School Improvement and,2014,62720
23,P.S. 137 - Brooklyn,DSF0000417553,State of Good Repair - System Replacements - Exterior Masonry,2010,3786114
23,P.S. 137 - Brooklyn,DSF0000688151,State of Good Repair - System Replacements - Parapets,2010,638239
23,P.S. 150 - Brooklyn,DSF0000667979,State of Good Repair - System Replacements - Auditorium Upgrade,2011,2521336
23,P.S. 150 - Brooklyn,DSF0000667982,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,615706
23,P.S. 150 - Brooklyn,DSF0000734631,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2013,1153656
23,P.S. 165 - Brooklyn,DSF0000668215,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,894229
23,P.S. 178 - Brooklyn,DSF0000692781,State of Good Repair - System Replacements - Floors,2011,987365
23,P.S. 183 - Brooklyn,DSF0000753117,State of Good Repair - System Replacements - Domestic Piping,2014,488511
23,P.S. 184 - Brooklyn,DSF0000713807,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2013,1975529
23,P.S. 184 - Brooklyn,DSF0000735116,State of Good Repair - Building Upgrade - Flood Elimination,2013,140879
23,P.S. 184 - Brooklyn,DSF0000735132,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2014,936658
23,P.S. 184 - Brooklyn,DSF0000753100,State of Good Repair - System Replacements - Exterior Masonry,2013,403917
23,P.S./I.S. 323 - Brooklyn,DSF0000687332,Educational Enhancements - Educational Enhancements - Room,2010,333769
23,I.S. 271 - Brooklyn,DSF0000715339,State of Good Repair - System Replacements - Electrical Systems,2010,45703
23,I.S. 271 - Brooklyn,DSF0000731133,Educational Enhancements - Educational Enhancements - Room,2010,71460
23,I.S. 271 - Brooklyn,DSF0000731134,State of Good Repair - System Replacements - Electrical Systems,2010,206954
23,I.S. 275 - Brooklyn,DSF0000715419,State of Good Repair - System Replacements - Parapets,2012,3382035
23,I.S. 275 - Brooklyn,DSF0000753150,Educational Enhancements - Educational Enhancements - School Improvement and,2013,427309
23,I.S. 275 - Brooklyn,DSF0000754487,Educational Enhancements - Educational Enhancements - Room,2013,348922
23,I.S. 275 - Brooklyn,DSF0000754488,Educational Enhancements - Educational Enhancements - Room,2013,291080
23,I.S. 275 - Brooklyn,DSF0000775953,Educational Enhancements - Educational Enhancements - Room,2014,193933
23,I.S. 275 - Brooklyn,DSF0000782176,State of Good Repair - System Replacements - Auditorium Upgrade,2014,71366
23,P.S. 284 - Brooklyn,DSF0000694568,State of Good Repair - System Replacements - Exterior Masonry,2011,3813961
23,P.S. 284 - Brooklyn,DSF0000715554,State of Good Repair - System Replacements - Electrical Systems,2011,35240
23,P.S. 284 - Brooklyn,DSF0000731132,Educational Enhancements - Educational Enhancements - Room,2010,44416
23,P.S. 284 - Brooklyn,DSF0000736821,State of Good Repair - System Replacements - Auditorium Upgrade,2014,1213616
23,P.S. 284 - Brooklyn,DSF0000759723,State of Good Repair - System Replacements - Electrical Systems,2014,1936991
23,P.S. 284 - Brooklyn,SCA0000007685,State of Good Repair - System Replacements - Parapets,2011,2979182
23,P.S. 327 (TANDEM K396-D75) - Brooklyn,DSF0000695145,State of Good Repair - System Replacements - Electrical Systems,2010,709102
23,P.S. 327 (TANDEM K396-D75) - Brooklyn,DSF0000737353,State of Good Repair - System Replacements - Windows,2013,3943834
23,P.S. 327 (TANDEM K396-D75) - Brooklyn,DSF0000752854,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,247494
23,P.S. 327 (TANDEM K396-D75) - Brooklyn,DSF0000775801,State of Good Repair - System Replacements - Exterior Masonry,2013,423602
23,P.S. 332 - Brooklyn,DSF0000695207,State of Good Repair - System Replacements - Exterior Masonry,2010,2113166
23,P.S. 332 - Brooklyn,DSF0000775512,Educational Enhancements - Educational Enhancements - School Improvement and,2013,312000
23,P.S. 332 - Brooklyn,DSF0000777266,Educational Enhancements - Educational Enhancements - Room,2014,706489
23,P.S. 156 - Brooklyn,DSF0000799394,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,52130
23,P.S. 178 AX (BED STUY ECC 1) - Brooklyn,DSF0000738777,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,282027
23,P.S. 178 AX (BED STUY ECC 1) - Brooklyn,DSF0000752852,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,267665
32,P.S. 75 - Brooklyn,DSF0000712325,State of Good Repair - Building Upgrade - Flood Elimination,2014,1200173
32,P.S. 75 - Brooklyn,DSF0000733667,State of Good Repair - System Replacements - Roofs,2014,640716
32,P.S. 75 - Brooklyn,DSF0000733668,State of Good Repair - System Replacements - Parapets,2014,2036791
32,P.S. 75 - Brooklyn,DSF0000733669,State of Good Repair - System Replacements - Exterior Masonry,2014,922828
32,P.S. 86 - Brooklyn,DSF0000667038,State of Good Repair - Building Upgrade - Flood Elimination,2011,4456109
32,P.S. 86 - Brooklyn,DSF0000691470,State of Good Repair - System Replacements - Exterior Masonry,2011,4582346
32,P.S. 86 - Brooklyn,DSF0000733750,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1132595
32,P.S. 106 - Brooklyn,DSF0000734065,State of Good Repair - System Replacements - Windows,2013,6363578
32,P.S. 106 - Brooklyn,DSF0000775664,State of Good Repair - System Replacements - Roofs,2013,485564
32,P.S. 145 - Brooklyn,DSF0000692285,State of Good Repair - Building Upgrade - Flood Elimination,2011,473078
32,P.S. 145 - Brooklyn,DSF0000692287,State of Good Repair - System Replacements - Parapets,2011,2444235
32,P.S. 145 - Brooklyn,DSF0000692288,State of Good Repair - System Replacements - Exterior Masonry,2011,3473192
32,P.S. 145 - Brooklyn,DSF0000692301,Safety and Security - Safety and Security - Safety Systems,2011,82452
32,P.S. 145 - Brooklyn,DSF0000734547,State of Good Repair - System Replacements - Electrical Systems,2013,1404037
32,P.S. 145 - Brooklyn,DSF0000734556,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1322440
32,P.S. 151 - Brooklyn,DSF0000757452,State of Good Repair - System Replacements - Domestic Piping,2014,1051748
32,I.S. 162 - Brooklyn,DSF0000777468,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,2014,89477
32,I.S. 291 - Brooklyn,DSF0000622510,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2011,366223
32,I.S. 291 - Brooklyn,DSF0000777721,Educational Enhancements - Educational Enhancements - Room,2014,720111
32,I.S. 291 - Brooklyn,DSF0000777726,Educational Enhancements - Educational Enhancements - School Improvement and,2014,163304
32,I.S. 296 - Brooklyn,DSF0000715752,State of Good Repair - System Replacements - Gymnasium Upgrade,2013,1500700
32,I.S. 296 - Brooklyn,DSF0000775513,Educational Enhancements - Educational Enhancements - School Improvement and,2013,104000
32,I.S. 296 - Brooklyn,DSF0000775514,Educational Enhancements - Educational Enhancements - School Improvement and,2013,104000
32,I.S. 296 - Brooklyn,DSF0000775559,Educational Enhancements - Educational Enhancements - School Improvement and,2013,104000
32,I.S. 296 - Brooklyn,DSF0000777703,Educational Enhancements - Educational Enhancements - School Improvement and,2014,702258
32,I.S. 383 - Brooklyn,DSF0000622508,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2011,671112
32,I.S. 383 - Brooklyn,DSF0000622525,Educational Enhancements - Educational Enhancements - Room,2010,374283
32,I.S. 383 - Brooklyn,DSF0000622653,State of Good Repair - Building Upgrade - Boiler Conversion,2011,4959352
32,I.S. 383 - Brooklyn,DSF0000671068,State of Good Repair - Building Upgrade - Climate Control,2011,1798228
32,I.S. 383 - Brooklyn,DSF0000688142,Educational Enhancements - Educational Enhancements - Room,2011,165452
32,I.S. 383 - Brooklyn,DSF0000716347,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1321223
32,P.S. 384 - Brooklyn,DSF0000404083,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,401641
32,P.S. 384 - Brooklyn,DSF0000737626,State of Good Repair - System Replacements - Auditorium Upgrade,2014,846169
32,P.S. 45 AX (OLD BS RDGWD ECC1) - Brooklyn,DSF0000606488,State of Good Repair - System Replacements - Windows,2010,131974
32,P.S. 45 AX (OLD BS RDGWD ECC1) - Brooklyn,DSF0000606489,State of Good Repair - System Replacements - Exterior Masonry,2010,737660
33K,CENT HEADQTRS (65 COURT) - Brooklyn,DSF0000761480,State of Good Repair - Building Upgrade - Elevators and Escalators,2014,215753
33K,DIV. COMPUTER INFO-DATA CENTER - Brooklyn,DSF0000752395,Educational Enhancements - Educational Enhancements - Technology,2012,532324
75K,P.S. 753 (OLD P85/STERLING HS) - Brooklyn,DSF0000756538,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,288750
75K,P.S. 373 (OLD P148) - Brooklyn,DSF0000667933,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,581558
75K,P.S. 811 (OLD P286) - Brooklyn,DSF0000736850,State of Good Repair - System Replacements - Roofs,2014,381366
75K,P.S. 811 (OLD P286) - Brooklyn,DSF0000736852,State of Good Repair - System Replacements - Windows,2014,4632454
75K,P.S. 811 (OLD P286) - Brooklyn,DSF0000736853,State of Good Repair - System Replacements - Exterior Masonry,2014,1766668
75K,P.S. 811 (OLD P286) - Brooklyn,DSF0000759759,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,493500
75K,P.S. 369 (COY COX SCHOOL) - Brooklyn,DSF0000716248,State of Good Repair - System Replacements - Toilets-Students,2013,1755190
75K,P.S. 369 (COY COX SCHOOL) - Brooklyn,DSF0000716256,State of Good Repair - System Replacements - Gymnasium Upgrade,2012,374420
75K,P.S. 369 (COY COX SCHOOL) - Brooklyn,DSF0000752455,State of Good Repair - System Replacements - Gymnasium Upgrade,2013,33445
75K,P.S. 369 (COY COX SCHOOL) - Brooklyn,DSF0000775619,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,570264
75K,P.S. 370 - Brooklyn,DSF0000622513,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,3418619
75K,P.S. 370 - Brooklyn,DSF0000670987,State of Good Repair - Building Upgrade - Flood Elimination,2011,554756
75K,P.S. 370 - Brooklyn,DSF0000670988,State of Good Repair - System Replacements - Windows,2011,2120880
75K,P.S. 370 - Brooklyn,DSF0000670989,State of Good Repair - System Replacements - Exterior Masonry,2011,3968480
75K,P.S. 370 - Brooklyn,DSF0000709415,State of Good Repair - System Replacements - Roofs,2011,571642
75K,P.S. 370 - Brooklyn,DSF0000709416,State of Good Repair - System Replacements - Parapets,2011,743765
75K,P.S. 370 - Brooklyn,DSF0000760432,State of Good Repair - System Replacements - Domestic Piping,2014,66033
75K,P.S. 371 (OLD 615) - Brooklyn,DSF0000737532,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2014,437442
75K,P.S. 371 (OLD 615) - Brooklyn,DSF0000760436,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,934465
75K,P.S. 721 OTC - Brooklyn,DSF0000622388,State of Good Repair - Building Upgrade - Air Conditioning Retrofit,2010,683026
75K,P.S. 721 OTC - Brooklyn,DSF0000710744,State of Good Repair - Rehabilitation of Physical Education Facilities - Athletic Fields,2012,210767
78K,TEACHERS PREP HS(OL REDIRECTION) - Brooklyn,DSF0000668365,State of Good Repair - Building Upgrade - Flood Elimination,2010,783920
78K,TEACHERS PREP HS(OL REDIRECTION) - Brooklyn,DSF0000668368,State of Good Repair - System Replacements - Parapets,2010,702523
78K,TEACHERS PREP HS(OL REDIRECTION) - Brooklyn,DSF0000668369,State of Good Repair - System Replacements - Exterior Masonry,2010,1880439
78K,LAFAYETTE EDUCATIONAL CAMPUS - Brooklyn,DSF0000404186,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2010,1863976
78K,LAFAYETTE EDUCATIONAL CAMPUS - Brooklyn,DSF0000605413,State of Good Repair - System Replacements - Toilets-Students,2010,1172415
78K,LAFAYETTE EDUCATIONAL CAMPUS - Brooklyn,DSF0000622210,Educational Enhancements - Educational Enhancements - School Improvement and,2010,5450411
78K,LAFAYETTE EDUCATIONAL CAMPUS - Brooklyn,DSF0000716489,State of Good Repair - Building Upgrade - Flood Elimination,2013,1763018
78K,MIDWOOD HS - Brooklyn,DSF0000688510,State of Good Repair - System Replacements - Electrical Systems,2011,957265
78K,MIDWOOD HS - Brooklyn,DSF0000737740,State of Good Repair - System Replacements - Auditorium Upgrade,2013,77971
78K,MIDWOOD HS - Brooklyn,DSF0000760645,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,83561
78K,MIDWOOD HS - Brooklyn,DSF0000775944,State of Good Repair - Building Upgrade - Interior Spaces,2014,407108
78K,ABRAHAM LINCOLN HS - Brooklyn,DSF0000605449,State of Good Repair - System Replacements - Parapets,2010,2589503
78K,ABRAHAM LINCOLN HS - Brooklyn,DSF0000605450,State of Good Repair - System Replacements - Exterior Masonry,2010,9925271
78K,ABRAHAM LINCOLN HS - Brooklyn,DSF0000605451,State of Good Repair - System Replacements - Electrical Systems,2010,1004426
